honorific,first_name,last_name,constituency,province_territory,party_affiliation,start_date,time_retrieved
Hon.,Harjit S.,Sajjan,Vancouver South,British Columbia,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Ya'ara,Saks,York Centre,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Darrell,Samson,Sackville—Preston—Chezzetcook,Nova Scotia,Liberal,2021-09-20T00:00:00,1705780019853
,Randeep,Sarai,Surrey Centre,British Columbia,Liberal,2021-09-20T00:00:00,1705780019853
,Simon-Pierre,Savard-Tremblay,Saint-Hyacinthe—Bagot,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Francis,Scarpaleggia,Lac-Saint-Louis,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Andrew,Scheer,Regina—Qu'Appelle,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
,Peter,Schiefke,Vaudreuil—Soulanges,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Jamie,Schmale,Haliburton—Kawartha Lakes—Brock,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Kyle,Seeback,Dufferin—Caledon,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Marc,Serré,Nickel Belt,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Judy A.,Sgro,Humber River—Black Creek,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Brenda,Shanahan,Châteauguay—Lacolle,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Terry,Sheehan,Sault Ste. Marie,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Martin,Shields,Bow River,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Doug,Shipley,Barrie—Springwater—Oro-Medonte,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Maninder,Sidhu,Brampton East,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Sonia,Sidhu,Brampton South,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Mario,Simard,Jonquière,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Nathalie,Sinclair-Desgagné,Terrebonne,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Jagmeet,Singh,Burnaby South,British Columbia,NDP,2021-09-20T00:00:00,1705780019853
,Clifford,Small,Coast of Bays—Central—Notre Dame,Newfoundland and Labrador,Conservative,2021-09-20T00:00:00,1705780019853
,Francesco,Sorbara,Vaughan—Woodbridge,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Gerald,Soroka,Yellowhead,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Charles,Sousa,Mississauga—Lakeshore,Ontario,Liberal,2022-12-12T00:00:00,1705780019853
,Warren,Steinley,Regina—Lewvan,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
,Gabriel,Ste-Marie,Joliette,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Jake,Stewart,Miramichi—Grand Lake,New Brunswick,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Pascale,St-Onge,Brome—Missisquoi,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Mark,Strahl,Chilliwack—Hope,British Columbia,Conservative,2021-09-20T00:00:00,1705780019853
,Shannon,Stubbs,Lakeland,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Jenna,Sudds,Kanata—Carleton,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Filomena,Tassi,Hamilton West—Ancaster—Dundas,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Leah,Taylor Roy,Aurora—Oak Ridges—Richmond Hill,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Luc,Thériault,Montcalm,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Alain,Therrien,La Prairie,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Rachael,Thomas,Lethbridge,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Joanne,Thompson,St. John's East,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705780019853
,Corey,Tochor,Saskatoon—University,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
,Fraser,Tolmie,Moose Jaw—Lake Centre—Lanigan,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
Right Hon.,Justin,Trudeau,Papineau,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Denis,Trudel,Longueuil—Saint-Hubert,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Ryan,Turnbull,Whitby,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Tim,Uppal,Edmonton Mill Woods,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Rechie,Valdez,Mississauga—Streetsville,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Tony,Van Bynen,Newmarket—Aurora,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Adam,van Koeverden,Milton,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Tako,Van Popta,Langley—Aldergrove,British Columbia,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Dan,Vandal,Saint Boniface—Saint Vital,Manitoba,Liberal,2021-09-20T00:00:00,1705780019853
,Anita,Vandenbeld,Ottawa West—Nepean,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Karen,Vecchio,Elgin—Middlesex—London,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Gary,Vidal,Desnethé—Missinippi—Churchill River,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
,Dominique,Vien,Bellechasse—Les Etchemins—Lévis,Quebec,Conservative,2021-09-20T00:00:00,1705780019853
,Arnold,Viersen,Peace River—Westlock,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Julie,Vignola,Beauport—Limoilou,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,René,Villemure,Trois-Rivières,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
Hon.,Arif,Virani,Parkdale—High Park,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Brad,Vis,Mission—Matsqui—Fraser Canyon,British Columbia,Conservative,2021-09-20T00:00:00,1705780019853
,Kevin,Vuong,Spadina—Fort York,Ontario,Independent,2021-09-20T00:00:00,1705780019853
,Cathay,Wagantall,Yorkton—Melville,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
,Chris,Warkentin,Grande Prairie—Mackenzie,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Kevin,Waugh,Saskatoon—Grasswood,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
,Len,Webber,Calgary Confederation,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Patrick,Weiler,West Vancouver—Sunshine Coast—Sea to Sky Country,British Columbia,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Jonathan,Wilkinson,North Vancouver,British Columbia,Liberal,2021-09-20T00:00:00,1705780019853
,Ryan,Williams,Bay of Quinte,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,John,Williamson,New Brunswick Southwest,New Brunswick,Conservative,2021-09-20T00:00:00,1705780019853
,Jean,Yip,Scarborough—Agincourt,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Salma,Zahid,Scarborough Centre,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Bonita,Zarrillo,Port Moody—Coquitlam,British Columbia,NDP,2021-09-20T00:00:00,1705780019853
,Bob,Zimmer,Prince George—Peace River—Northern Rockies,British Columbia,Conservative,2021-09-20T00:00:00,1705780019853
,Sameer,Zuberi,Pierrefonds—Dollard,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
